TubeID	IsolateID	g_sp	Random_order	PlateID	WellID	plate_well	Replicate	row	col	cloudy	CV	growth_midpoint1	growth_midpoint2	growth_midpoint3
86	49C	Hafnia_paralvei	75	4	D4	4_D4	2	D	4	2	0.208	10.21	-0.77	5.59
86	49C	Hafnia_paralvei	60	6	C7	6_C7	3	C	7	2	0.245	10.21	-0.77	5.59
87	4A	Arthrobacter_psychrolactophilus	25	1	D7	1_D7	1	D	7	2	0.167	24.4	24.39	30.51
87	4A	Arthrobacter_psychrolactophilus	49	3	G8	3_G8	2	G	8	2	0.183	24.4	24.39	30.51
87	4A	Arthrobacter_psychrolactophilus	27	5	F3	5_F3	3	F	3	2	0.382	24.4	24.39	30.51
88	50A	Delftia_acidovorans	96	2	E9	2_E9	1	E	9	2	0.28	8.37	3.19	23.84
88	50A	Delftia_acidovorans	20	3	D9	3_D9	2	D	9	2	0.347	8.37	3.19	23.84
88	50A	Delftia_acidovorans	109	7	B6	7_B6	3	B	6	2	0.236	8.37	3.19	23.84
89	50B	Chryseobacterium_lactis	121	3	B4	3_B4	1	B	4	0	0.18	5.3	8.28	72.94
89	50B	Chryseobacterium_lactis	125	5	C5	5_C5	3	C	5	0	0.17	5.3	8.28	72.94
89	50B	Chryseobacterium_lactis	114	7	B11	7_B11	3	B	11	0	0.159	5.3	8.28	72.94
90	52C	Dankookia_rubra	51	1	G4	1_G4	1	G	4	0	0.197	16.84	0	19.23
90	52C	Dankookia_rubra	14	3	D3	3_D3	2	D	3	0	0.181	16.84	0	19.23
90	52C	Dankookia_rubra	74	6	D11	6_D11	3	D	11	0	0.185	16.84	0	19.23
91	52D	Bosea_lathyri	72	2	C5	2_C5	1	C	5	2	0.155	14.5	17.25	8.1
91	52D	Bosea_lathyri	9	3	C8	3_C8	2	C	8	2	0.155	14.5	17.25	8.1
91	52D	Bosea_lathyri	96	6	G3	6_G3	3	G	3	2	0.16	14.5	17.25	8.1
92	53F	Erwinia_tasmaniensis	17	1	C9	1_C9	1	C	9	2	0.238	4.63	9.25	-1.64
92	53F	Erwinia_tasmaniensis	18	3	D7	3_D7	2	D	7	2	0.296	4.63	9.25	-1.64
92	53F	Erwinia_tasmaniensis	106	7	B3	7_B3	3	B	3	2	0.264	4.63	9.25	-1.64
93	54D	Curvibacter_delicatus	100	2	F3	2_F3	1	F	3	2	0.236	64.11	33.78	26.64
93	54D	Curvibacter_delicatus	108	4	G7	4_G7	2	G	7	2	0.383	64.11	33.78	26.64
93	54D	Curvibacter_delicatus	66	6	D3	6_D3	3	D	3	2	0.59	64.11	33.78	26.64
94	54G	Serratia_fonticola	61	2	B4	2_B4	1	B	4	2	0.296	5.18	8.4	4.01
94	54G	Serratia_fonticola	107	4	G6	4_G6	2	G	6	2	0.215	5.18	8.4	4.01
94	54G	Serratia_fonticola	53	6	B9	6_B9	3	B	9	2	0.567	5.18	8.4	4.01
95	54J	Paenibacillus_borealis	37	1	E10	1_E10	1	E	10	1	0.141	3.25	240.34	0
95	54J	Paenibacillus_borealis	57	4	B6	4_B6	2	B	6	1	0.157	3.25	240.34	0
95	54J	Paenibacillus_borealis	93	6	F10	6_F10	3	F	10	1	0.161	3.25	240.34	0
96	54K	Rouxiella_chamberiensis	27	1	D9	1_D9	1	D	9	1	0.155	32.6	-6.18	17.98
96	54K	Rouxiella_chamberiensis	29	3	E8	3_E8	2	E	8	1	0.155	32.6	-6.18	17.98
96	54K	Rouxiella_chamberiensis	36	5	G2	5_G2	3	G	2	1	0.136	32.6	-6.18	17.98
97	55B	Acidovorax_delafieldii	62	2	B5	2_B5	1	B	5	1	0.178	17.34	26.01	24.27
97	55B	Acidovorax_delafieldii	72	4	C11	4_C11	2	C	11	1	0.357	17.34	26.01	24.27
97	55B	Acidovorax_delafieldii	124	7	C11	7_C11	3	C	11	1	0.204	17.34	26.01	24.27
98	BTB_1	Deinococcus_seoulensis	48	1	F11	1_F11	1	F	11	1	0.212	8.69	9.85	4.58
98	BTB_1	Deinococcus_seoulensis	30	3	E9	3_E9	2	E	9	1	0.144	8.69	9.85	4.58
98	BTB_1	Deinococcus_seoulensis	94	6	F11	6_F11	3	F	11	1	0.145	8.69	9.85	4.58
99	BTB_14	Exiguobacterium_artemiae	22	1	D4	1_D4	1	D	4	2	0.154	-0.15	16.63	14.95
99	BTB_14	Exiguobacterium_artemiae	42	3	F11	3_F11	2	F	11	2	0.175	-0.15	16.63	14.95
99	BTB_14	Exiguobacterium_artemiae	61	6	C8	6_C8	3	C	8	2	0.227	-0.15	16.63	14.95
100	BTB_15	Flavobacterium_branchiarum	43	1	F6	1_F6	1	F	6	2	0.14	9.79	12.46	8.58
100	BTB_15	Flavobacterium_branchiarum	24	3	E3	3_E3	2	E	3	2	0.213	9.79	12.46	8.58
100	BTB_15	Flavobacterium_branchiarum	57	6	C4	6_C4	3	C	4	2	0.171	9.79	12.46	8.58
101	BTB_16	Undibacterium_oligocarboniphilum	80	2	D3	2_D3	1	D	3	0	0.158	0	6.07	0
101	BTB_16	Undibacterium_oligocarboniphilum	32	3	E11	3_E11	2	E	11	0	0.146	0	6.07	0
101	BTB_16	Undibacterium_oligocarboniphilum	58	6	C5	6_C5	3	C	5	0	0.169	0	6.07	0
102	BTB_18	Bacillus_australimaris	3	1	B4	1_B4	1	B	4	2	0.149	2.44	9.64	10.22
102	BTB_18	Bacillus_australimaris	70	4	C9	4_C9	2	C	9	2	0.172	2.44	9.64	10.22
102	BTB_18	Bacillus_australimaris	107	7	B4	7_B4	3	B	4	2	0.148	2.44	9.64	10.22
103	BTB_20	Siccationidurans_antarcticus	1	1	B2	1_B2	1	B	2	2	0.143	0	5.43	-3.47
103	BTB_20	Siccationidurans_antarcticus	63	4	C2	4_C2	2	C	2	2	0.136	0	5.43	-3.47
103	BTB_20	Siccationidurans_antarcticus	43	5	G9	5_G9	3	G	9	2	0.155	0	5.43	-3.47
104	BTB_21	Pseudoduganella_danionis	40	1	F3	1_F3	1	F	3	2	0.38	11.73	0	19.1
104	BTB_21	Pseudoduganella_danionis	38	3	F7	3_F7	2	F	7	2	0.152	11.73	0	19.1
104	BTB_21	Pseudoduganella_danionis	28	5	F4	5_F4	3	F	4	2	0.143	11.73	0	19.1
105	BTB_22	Lysinibacter_cavernae	116	2	G9	2_G9	1	G	9	2	0.252	27.46	16.36	12.93
105	BTB_22	Lysinibacter_cavernae	55	4	B4	4_B4	2	B	4	2	0.227	27.46	16.36	12.93
105	BTB_22	Lysinibacter_cavernae	29	5	F5	5_F5	3	F	5	2	0.287	27.46	16.36	12.93
106	BTB_23	Arthrobacter_oryzae2	33	1	E6	1_E6	1	E	6	0	0.13	#N/A	#N/A	#N/A
106	BTB_23	Arthrobacter_oryzae2	46	3	G5	3_G5	2	G	5	0	0.156	#N/A	#N/A	#N/A
106	BTB_23	Arthrobacter_oryzae2	49	6	B5	6_B5	3	B	5	0	0.158	#N/A	#N/A	#N/A
107	BTB_26	Chryseobacterium_soli	74	2	C7	2_C7	1	C	7	0	0.157	28.96	-19.21	9.19
107	BTB_26	Chryseobacterium_soli	67	4	C6	4_C6	2	C	6	0	0.157	28.96	-19.21	9.19
107	BTB_26	Chryseobacterium_soli	77	6	E4	6_E4	3	E	4	0	0.139	28.96	-19.21	9.19
108	BTB_28	Comamonas_piscis	125	3	B8	3_B8	2	B	8	2	0.243	15.76	12.82	12.31
108	BTB_28	Comamonas_piscis	5	3	C4	3_C4	2	C	4	2	0.265	15.76	12.82	12.31
108	BTB_28	Comamonas_piscis	111	7	B8	7_B8	3	B	8	2	0.375	15.76	12.82	12.31
109	BTB_29	Pseudomonas_gessardii	87	2	D10	2_D10	1	D	10	2	0.87	6.65	5.84	6.42
109	BTB_29	Pseudomonas_gessardii	109	4	G9	4_G9	2	G	9	2	0.789	6.65	5.84	6.42
109	BTB_29	Pseudomonas_gessardii	92	6	F9	6_F9	3	F	9	2	0.39	6.65	5.84	6.42
110	BTB_37	Citrobacter_freundii	35	1	E8	1_E8	1	E	8	2	0.406	10.77	7.93	6.21
110	BTB_37	Citrobacter_freundii	6	3	C5	3_C5	2	C	5	2	0.69	10.77	7.93	6.21
110	BTB_37	Citrobacter_freundii	71	6	D8	6_D8	3	D	8	2	0.51	10.77	7.93	6.21
111	BTB_39	Lactococcus_garvieae	53	1	G6	1_G6	1	G	6	1	0.141	6.95	11.56	4.76
111	BTB_39	Lactococcus_garvieae	124	5	C4	5_C4	3	C	4	1	0.209	6.95	11.56	4.76
111	BTB_39	Lactococcus_garvieae	85	6	F2	6_F2	3	F	2	1	0.155	6.95	11.56	4.76
112	BTB_43	Acinetobacter_tjernbergiae	91	2	E4	2_E4	1	E	4	2	0.244	5.93	5.34	6.28
112	BTB_43	Acinetobacter_tjernbergiae	15	3	D4	3_D4	2	D	4	2	0.197	5.93	5.34	6.28
112	BTB_43	Acinetobacter_tjernbergiae	103	6	G10	6_G10	3	G	10	2	0.171	5.93	5.34	6.28
113	BTB_44	Acinetobacter_beijerinckii	8	1	B9	1_B9	1	B	9	2	0.873	7	6.51	1.65
113	BTB_44	Acinetobacter_beijerinckii	23	3	E2	3_E2	2	E	2	2	0.667	7	6.51	1.65
113	BTB_44	Acinetobacter_beijerinckii	42	5	G8	5_G8	3	G	8	2	0.629	7	6.51	1.65
114	BTB_45	Pseudomonas_protegens	68	2	B11	2_B11	1	B	11	2	1.603	5.01	4.61	3.3
114	BTB_45	Pseudomonas_protegens	34	3	F3	3_F3	2	F	3	2	1.594	5.01	4.61	3.3
114	BTB_45	Pseudomonas_protegens	84	6	E11	6_E11	3	E	11	2	1.667	5.01	4.61	3.3
115	BTB_46	Chryseobacterium_carnipullorum	64	2	B7	2_B7	1	B	7	0	0.175	0	13.49	28.43
115	BTB_46	Chryseobacterium_carnipullorum	122	5	C2	5_C2	3	C	2	0	0.148	0	13.49	28.43
115	BTB_46	Chryseobacterium_carnipullorum	18	5	E4	5_E4	3	E	4	0	0.147	0	13.49	28.43
116	BTB_47	Delftia_tsuruhatensis	38	1	E11	1_E11	1	E	11	2	0.346	10.74	8.68	4.36
116	BTB_47	Delftia_tsuruhatensis	76	4	D5	4_D5	2	D	5	2	0.519	10.74	8.68	4.36
116	BTB_47	Delftia_tsuruhatensis	7	5	D2	5_D2	3	D	2	2	0.417	10.74	8.68	4.36
117	BTB_48	Microbacterium_maritypicum	77	2	C10	2_C10	1	C	10	2	1.631	6.99	6.8	7.77
117	BTB_48	Microbacterium_maritypicum	88	4	E7	4_E7	2	E	7	2	1.359	6.99	6.8	7.77
117	BTB_48	Microbacterium_maritypicum	11	5	D6	5_D6	3	D	6	2	1.185	6.99	6.8	7.77
118	BTB_50	Pseudomonas_silesiensis	119	3	B2	3_B2	1	B	2	2	0.175	6.83	3.52	8.05
118	BTB_50	Pseudomonas_silesiensis	86	4	E5	4_E5	2	E	5	2	0.124	6.83	3.52	8.05
118	BTB_50	Pseudomonas_silesiensis	112	7	B9	7_B9	3	B	9	2	0.177	6.83	3.52	8.05
119	BTB_56	Pseudomonas_parafulva	46	1	F9	1_F9	1	F	9	2	0.365	410.11	15.31	-0.19
119	BTB_56	Pseudomonas_parafulva	10	3	C9	3_C9	2	C	9	2	0.154	410.11	15.31	-0.19
119	BTB_56	Pseudomonas_parafulva	23	5	E9	5_E9	3	E	9	2	0.148	410.11	15.31	-0.19
120	BTB_59	Pseudomonas_lactis	63	2	B6	2_B6	1	B	6	2	1.683	7.55	9.27	4.2
120	BTB_59	Pseudomonas_lactis	65	4	C4	4_C4	2	C	4	2	2.572	7.55	9.27	4.2
120	BTB_59	Pseudomonas_lactis	15	5	D11	5_D11	3	D	11	2	2.372	7.55	9.27	4.2
121	BTB_61	Microbacterium_maritypicum	101	2	F4	2_F4	1	F	4	1	0.174	7.59	-2.04	796.41
121	BTB_61	Microbacterium_maritypicum	81	4	D10	4_D10	2	D	10	1	0.189	7.59	-2.04	796.41
121	BTB_61	Microbacterium_maritypicum	115	7	C2	7_C2	3	C	2	1	0.166	7.59	-2.04	796.41
122	BTB_62	Sphingomonas_glacialis	71	2	C4	2_C4	1	C	4	1	0.17	9.53	0	1.02
122	BTB_62	Sphingomonas_glacialis	93	4	F2	4_F2	2	F	2	1	0.138	9.53	0	1.02
122	BTB_62	Sphingomonas_glacialis	68	6	D5	6_D5	3	D	5	1	0.201	9.53	0	1.02
123	BTB_8	Paenarthrobacter_nicotinovorans	11	1	C2	1_C2	1	C	2	1	0.144	9.02	7.94	9.18
123	BTB_8	Paenarthrobacter_nicotinovorans	95	4	F4	4_F4	2	F	4	1	0.128	9.02	7.94	9.18
123	BTB_8	Paenarthrobacter_nicotinovorans	79	6	E6	6_E6	3	E	6	1	0.186	9.02	7.94	9.18
124	BTB_9	Frondihabitans_sucicola	41	1	F4	1_F4	1	F	4	2	0.202	18.93	18.43	16.31
124	BTB_9	Frondihabitans_sucicola	19	3	D8	3_D8	2	D	8	2	0.143	18.93	18.43	16.31
124	BTB_9	Frondihabitans_sucicola	91	6	F8	6_F8	3	F	8	2	0.13	18.93	18.43	16.31
125	Jliv_10	Janthinobacterium_lividum10	19	1	C11	1_C11	1	C	11	2	0.163	#N/A	#N/A	#N/A
125	Jliv_10	Janthinobacterium_lividum10	117	5	B7	5_B7	2	B	7	2	0.188	#N/A	#N/A	#N/A
125	Jliv_10	Janthinobacterium_lividum10	70	6	D7	6_D7	3	D	7	2	0.218	#N/A	#N/A	#N/A
126	Jliv_BTP	Janthinobacterium_lividumBTP	NA	7	G10	7_G10	1	G	10	2	0.163	#N/A	#N/A	#N/A
126	Jliv_BTP	Janthinobacterium_lividumBTP	NA	7	F11	7_F11	2	F	11	2	0.138	#N/A	#N/A	#N/A
126	Jliv_BTP	Janthinobacterium_lividumBTP	NA	7	G11	7_G11	3	G	11	2	0.189	#N/A	#N/A	#N/A
CON	CON	CON	126	1	C4	1_C4	1	C	4	NA	0.135	#N/A	#N/A	#N/A
CON	CON	CON	126	1	E5	1_E5	1	E	5	NA	0.15	#N/A	#N/A	#N/A
CON	CON	CON	126	3	C2	3_C2	2	C	2	NA	0.142	#N/A	#N/A	#N/A
CON	CON	CON	126	4	G8	4_G8	2	G	8	NA	0.144	#N/A	#N/A	#N/A
CON	CON	CON	126	5	D8	5_D8	3	D	8	NA	0.149	#N/A	#N/A	#N/A
CON	CON	CON	126	6	B11	6_B11	3	B	11	NA	0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A1	1_A1	NA	A	1		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A2	1_A2	NA	A	2		0.156	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A3	1_A3	NA	A	3		0.158	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A4	1_A4	NA	A	4		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A5	1_A5	NA	A	5		0.145	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A6	1_A6	NA	A	6		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A7	1_A7	NA	A	7		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A8	1_A8	NA	A	8		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A9	1_A9	NA	A	9		0.157	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A10	1_A10	NA	A	10		0.171	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A11	1_A11	NA	A	11		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	A12	1_A12	NA	A	12		0.239	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H1	1_H1	NA	H	1		0.181	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H2	1_H2	NA	H	2		0.135	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H3	1_H3	NA	H	3		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H4	1_H4	NA	H	4		0.35	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H5	1_H5	NA	H	5		0.154	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H6	1_H6	NA	H	6		0.214	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H7	1_H7	NA	H	7		0.214	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H8	1_H8	NA	H	8		0.137	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H9	1_H9	NA	H	9		0.481	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H10	1_H10	NA	H	10		0.192	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H11	1_H11	NA	H	11		0.235	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	H12	1_H12	NA	H	12		0.377	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	B1	1_B1	NA	B	1		0.164	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	C1	1_C1	NA	C	1		0.414	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	D1	1_D1	NA	D	1		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	E1	1_E1	NA	E	1		0.394	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	F1	1_F1	NA	F	1		0.14	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	G1	1_G1	NA	G	1		0.453	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	B12	1_B12	NA	B	12		0.3	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	C12	1_C12	NA	C	12		0.343	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	D12	1_D12	NA	D	12		0.288	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	E12	1_E12	NA	E	12		0.463	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	F12	1_F12	NA	F	12		0.295	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	1	G12	1_G12	NA	G	12		0.332	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A1	2_A1	NA	A	1		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A2	2_A2	NA	A	2		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A3	2_A3	NA	A	3		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A4	2_A4	NA	A	4		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A5	2_A5	NA	A	5		0.161	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A6	2_A6	NA	A	6		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A7	2_A7	NA	A	7		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A8	2_A8	NA	A	8		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A9	2_A9	NA	A	9		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A10	2_A10	NA	A	10		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A11	2_A11	NA	A	11		0.16	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	A12	2_A12	NA	A	12		0.168	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H1	2_H1	NA	H	1		0.12	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H2	2_H2	NA	H	2		0.137	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H3	2_H3	NA	H	3		0.139	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H4	2_H4	NA	H	4		0.156	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H5	2_H5	NA	H	5		0.142	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H6	2_H6	NA	H	6		0.122	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H7	2_H7	NA	H	7		0.124	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H8	2_H8	NA	H	8		0.122	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H9	2_H9	NA	H	9		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H10	2_H10	NA	H	10		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H11	2_H11	NA	H	11		0.119	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	H12	2_H12	NA	H	12		0.124	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	B1	2_B1	NA	B	1		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	C1	2_C1	NA	C	1		0.138	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	D1	2_D1	NA	D	1		0.137	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	E1	2_E1	NA	E	1		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	F1	2_F1	NA	F	1		0.133	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	G1	2_G1	NA	G	1		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	B12	2_B12	NA	B	12		0.169	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	C12	2_C12	NA	C	12		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	D12	2_D12	NA	D	12		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	E12	2_E12	NA	E	12		0.144	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	F12	2_F12	NA	F	12		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	2	G12	2_G12	NA	G	12		0.158	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A1	3_A1	NA	A	1		0.163	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A2	3_A2	NA	A	2		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A3	3_A3	NA	A	3		0.17	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A4	3_A4	NA	A	4		0.167	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A5	3_A5	NA	A	5		0.185	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A6	3_A6	NA	A	6		0.161	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A7	3_A7	NA	A	7		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A8	3_A8	NA	A	8		0.15	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A9	3_A9	NA	A	9		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A10	3_A10	NA	A	10		0.157	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A11	3_A11	NA	A	11		0.162	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	A12	3_A12	NA	A	12		0.164	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H1	3_H1	NA	H	1		0.177	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H2	3_H2	NA	H	2		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H3	3_H3	NA	H	3		0.355	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H4	3_H4	NA	H	4		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H5	3_H5	NA	H	5		0.12	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H6	3_H6	NA	H	6		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H7	3_H7	NA	H	7		0.127	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H8	3_H8	NA	H	8		0.125	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H9	3_H9	NA	H	9		0.129	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H10	3_H10	NA	H	10		0.132	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H11	3_H11	NA	H	11		0.124	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	H12	3_H12	NA	H	12		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	B1	3_B1	NA	B	1		0.503	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	C1	3_C1	NA	C	1		0.165	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	D1	3_D1	NA	D	1		0.156	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	E1	3_E1	NA	E	1		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	F1	3_F1	NA	F	1		0.172	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	G1	3_G1	NA	G	1		0.174	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	B12	3_B12	NA	B	12		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	C12	3_C12	NA	C	12		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	D12	3_D12	NA	D	12		0.159	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	E12	3_E12	NA	E	12		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	F12	3_F12	NA	F	12		0.157	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	3	G12	3_G12	NA	G	12		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A1	4_A1	NA	A	1		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A2	4_A2	NA	A	2		0.146	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A3	4_A3	NA	A	3		0.143	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A4	4_A4	NA	A	4		0.149	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A5	4_A5	NA	A	5		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A6	4_A6	NA	A	6		0.151	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A7	4_A7	NA	A	7		0.153	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A8	4_A8	NA	A	8		0.148	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A9	4_A9	NA	A	9		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A10	4_A10	NA	A	10		0.155	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A11	4_A11	NA	A	11		0.152	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	A12	4_A12	NA	A	12		0.164	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H1	4_H1	NA	H	1		0.14	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H2	4_H2	NA	H	2		0.126	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H3	4_H3	NA	H	3		0.125	#N/A	#N/A	#N/A
EDGE	#N/A	#N/A	NA	4	H4	4_H4	NA	H	4		0.126	#N/A	#N/A	#N/A
