info_sampleID	original_sampleID	RichLevel	Rep	DateStart	Inhibitory	BTB_47	33B	50A	32E	2E	2H	13C	50B	35A	BTB_45	34F	33D	35E	2F	37E	24L	40A	24D	24C	49C	35B	20D	BTB_28	25C	20C	47C	36E	32G	54G	40B	volPellet	34B	37H	20A	45E	25A	36G	36A	21C	45D	BTB_59	Problem	Bd_jar	CV_jar	sampling_method	DateSampled	sampleType	JarID	CV	cClean	CV_var	Bd_n	randomOrder	extraction_set
Non_2020-10-05_10_Rep12_J27_PreBd	Non_2020-10-05_10_Rep12	10	Rep12	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	27	1.27166666666667	FALSE	7.23333333333344e-05	NA	14	M2
Inhib_2020-10-05_1_Rep12_J1_PreBd	Inhib_2020-10-05_1_Rep12	1	Rep12	2020-10-05	Inhib	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	1	0.149	TRUE	1e-06	NA	15	M2
Non_2020-08-31_10_Rep1_J5_PreBd	Non_2020-08-31_10_Rep1	10	Rep1	2020-08-31	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-08	PreBd	5	0.154	TRUE	1e-06	NA	16	M2
Inhib_2020-09-14_1_Rep5_J5_PreBd	Inhib_2020-09-14_1_Rep5	1	Rep5	2020-09-14	Inhib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	5	0.164666666666667	TRUE	4.33333333333334e-06	NA	17	M2
Non_2020-09-14_3_Rep5_J13_PreBd	Non_2020-09-14_3_Rep5	3	Rep5	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	13	0.153333333333333	TRUE	4.33333333333334e-06	NA	18	M2
Inhib_2020-09-19_1_Rep7_J20_PreBd	Inhib_2020-09-19_1_Rep7	1	Rep7	2020-09-19	Inhib	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	20	0.147333333333333	TRUE	3.33333333333334e-07	NA	19	M2
Inhib_2020-09-19_10_Rep7_J5_PreBd	Inhib_2020-09-19_10_Rep7	10	Rep7	2020-09-19	Inhib	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	5	1.07966666666667	TRUE	0.000576333333333331	NA	20	M2
Inhib_2020-08-31_3_Rep2_J25_Bd	Inhib_2020-08-31_3_Rep2	3	Rep2	2020-08-31	Inhib	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	25	NA	TRUE	NA	NA	11	M2
Non_2020-09-28_3_Rep10_J27_Bd	Non_2020-09-28_3_Rep10	3	Rep10	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	swab	2020-10-10	Bd	27	NA	FALSE	NA	NA	12	M2
Inhib_2020-09-19_1_Rep7_J15_Bd	Inhib_2020-09-19_1_Rep7	1	Rep7	2020-09-19	Inhib	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	15	NA	FALSE	NA	NA	13	M2
Inhib_2020-08-31_10_Rep2_J18_Bd	Inhib_2020-08-31_10_Rep2	10	Rep2	2020-08-31	Inhib	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	18	NA	TRUE	NA	NA	14	M2
Inhib_2020-09-19_10_Rep7_J19_Bd	Inhib_2020-09-19_10_Rep7	10	Rep7	2020-09-19	Inhib	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	swab	2020-10-01	Bd	19	NA	TRUE	NA	NA	15	M2
Con_2020-09-19_0_Rep7_J17_Bd	Con_2020-09-19_0_Rep7	0	Rep7	2020-09-19	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	17	NA	TRUE	NA	NA	16	M2
Inhib_2020-10-05_10_Rep11_J26_Bd	Inhib_2020-10-05_10_Rep11	10	Rep11	2020-10-05	Inhib	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	26	NA	TRUE	NA	NA	17	M2
Non_2020-09-14_10_Rep6_J16_Bd	Non_2020-09-14_10_Rep6	10	Rep6	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	swab	2020-09-26	Bd	16	NA	TRUE	NA	NA	18	M2
Con_2020-08-31_0_Rep2_J19_Bd	Con_2020-08-31_0_Rep2	0	Rep2	2020-08-31	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	19	NA	TRUE	NA	NA	19	M2
Non_2020-10-05_1_Rep11_J21_Bd	Non_2020-10-05_1_Rep11	1	Rep11	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	21	NA	TRUE	NA	NA	20	M2
molecH2O-for-rinse_PostBd_2020-09-19	NA	NA	NA	2020-09-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	water	2020-10-01	sample_control	NA	NA	NA	NA	NA	2	M2
surfaceSwab_PostBd_2020-09-14	NA	NA	NA	2020-09-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-26	sample_control	NA	NA	NA	NA	NA	3	M2
surfaceSwab_PostBd_2020-10-05	NA	NA	NA	2020-10-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-17	sample_control	NA	NA	NA	NA	NA	4	M2
Con_2020-10-05_0_Rep11_J15_PreBd	Con_2020-10-05_0_Rep11	0	Rep11	2020-10-05	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	15	0.128666666666667	TRUE	3.33333333333334e-07	NA	21	M3
Con_2020-09-19_0_Rep8_J9_PreBd	Con_2020-09-19_0_Rep8	0	Rep8	2020-09-19	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	9	0.141	TRUE	0	NA	22	M3
Non_2020-09-19_10_Rep7_J21_PreBd	Non_2020-09-19_10_Rep7	10	Rep7	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	21	0.117	FALSE	2.99999999999998e-06	NA	23	M3
Non_2020-09-14_1_Rep6_J28_PreBd	Non_2020-09-14_1_Rep6	1	Rep6	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	28	0.146333333333333	FALSE	3.33333333333334e-07	NA	24	M3
Inhib_2020-09-19_3_Rep7_J10_PreBd	Inhib_2020-09-19_3_Rep7	3	Rep7	2020-09-19	Inhib	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	10	0.349	TRUE	3.00000000000001e-06	NA	25	M3
Non_2020-09-19_1_Rep8_J18_PreBd	Non_2020-09-19_1_Rep8	1	Rep8	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	18	0.171333333333333	FALSE	2.33333333333329e-06	NA	26	M3
Non_2020-09-19_1_Rep7_J26_PreBd	Non_2020-09-19_1_Rep7	1	Rep7	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	26	0.15	TRUE	1e-06	NA	27	M3
Con_2020-09-19_0_Rep7_J14_PreBd	Con_2020-09-19_0_Rep7	0	Rep7	2020-09-19	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	14	0.147666666666667	TRUE	1.33333333333334e-06	NA	28	M3
Non_2020-10-05_1_Rep12_J18_PreBd	Non_2020-10-05_1_Rep12	1	Rep12	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	18	0.160333333333333	TRUE	3.33333333333334e-07	NA	29	M3
Con_2020-08-31_0_Rep2_J10_PreBd	Con_2020-08-31_0_Rep2	0	Rep2	2020-08-31	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-08	PreBd	10	0.132	TRUE	1e-06	NA	30	M3
Non_2020-09-19_3_Rep7_J22_Bd	Non_2020-09-19_3_Rep7	3	Rep7	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	22	NA	TRUE	NA	NA	21	M3
Non_2020-10-05_0_Rep13_J29_Bd	Non_2020-10-05_0_Rep13	0	Rep13	2020-10-05	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	29	NA	TRUE	NA	NA	22	M3
Con_2020-08-31_0_Rep1_J7_Bd	Con_2020-08-31_0_Rep1	0	Rep1	2020-08-31	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	7	NA	TRUE	NA	NA	23	M3
Inhib_2020-10-05_3_Rep11_J11_Bd	Inhib_2020-10-05_3_Rep11	3	Rep11	2020-10-05	Inhib	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	11	NA	TRUE	NA	NA	24	M3
Non_2020-10-05_1_Rep12_J14_Bd	Non_2020-10-05_1_Rep12	1	Rep12	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	14	NA	TRUE	NA	NA	25	M3
Non_2020-08-31_10_Rep2_J3_Bd	Non_2020-08-31_10_Rep2	10	Rep2	2020-08-31	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	3	NA	TRUE	NA	NA	26	M3
Inhib_2020-09-19_10_Rep8_J24_Bd	Inhib_2020-09-19_10_Rep8	10	Rep8	2020-09-19	Inhib	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	24	NA	TRUE	NA	NA	27	M3
Inhib_2020-09-19_3_Rep7_J13_Bd	Inhib_2020-09-19_3_Rep7	3	Rep7	2020-09-19	Inhib	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	13	NA	TRUE	NA	NA	28	M3
Non_2020-10-05_3_Rep11_J25_Bd	Non_2020-10-05_3_Rep11	3	Rep11	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	25	NA	TRUE	NA	NA	29	M3
Non_2020-09-14_3_Rep5_J14_Bd	Non_2020-09-14_3_Rep5	3	Rep5	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-26	Bd	14	NA	TRUE	NA	NA	30	M3
molecH2O-for-rinse_PostBd_2020-09-07	NA	NA	NA	2020-09-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	water	2020-09-19	sample_control	NA	NA	NA	NA	NA	3	M3
surfaceSwab_PostBd_2020-09-28	NA	NA	NA	2020-09-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-10	sample_control	NA	NA	NA	NA	NA	5	M3
surfaceSwab_PostBd_2020-09-19	NA	NA	NA	2020-09-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	sample_control	NA	NA	NA	NA	NA	6	M3
Con_2020-09-14_0_Rep6_J9_PreBd	Con_2020-09-14_0_Rep6	0	Rep6	2020-09-14	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	9	0.147666666666667	TRUE	3.33333333333334e-07	NA	31	M4
Non_2020-08-31_3_Rep1_J24_PreBd	Non_2020-08-31_3_Rep1	3	Rep1	2020-08-31	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-08	PreBd	24	0.159666666666667	TRUE	3.33333333333334e-07	NA	32	M4
Con_2020-10-05_0_Rep12_J22_PreBd	Con_2020-10-05_0_Rep12	0	Rep12	2020-10-05	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	22	0.145	TRUE	0	NA	33	M4
Non_2020-09-28_10_Rep10_J22_PreBd	Non_2020-09-28_10_Rep10	10	Rep10	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	whole membrane	2020-10-06	PreBd	22	1.01766666666667	FALSE	2.4333333333333e-05	NA	34	M4
Inhib_2020-10-05_3_Rep12_J7_PreBd	Inhib_2020-10-05_3_Rep12	3	Rep12	2020-10-05	Inhib	NA	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	7	0.155666666666667	TRUE	3.33333333333334e-07	NA	35	M4
Inhib_2020-10-05_3_Rep11_J4_PreBd	Inhib_2020-10-05_3_Rep11	3	Rep11	2020-10-05	Inhib	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	4	1.18333333333333	TRUE	0.000297333333333334	NA	36	M4
Non_2020-09-19_3_Rep8_J7_PreBd	Non_2020-09-19_3_Rep8	3	Rep8	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	7	0.244666666666667	TRUE	1.03333333333334e-05	NA	37	M4
Non_2020-10-05_3_Rep11_J28_PreBd	Non_2020-10-05_3_Rep11	3	Rep11	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	28	0.165	TRUE	1e-06	NA	38	M4
Non_2020-10-05_10_Rep11_J10_PreBd	Non_2020-10-05_10_Rep11	10	Rep11	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	10	1.01666666666667	TRUE	8.0333333333333e-05	NA	39	M4
Non_2020-10-05_1_Rep11_J16_PreBd	Non_2020-10-05_1_Rep11	1	Rep11	2020-10-05	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	16	0.143	TRUE	1e-06	NA	40	M4
Non_2020-09-28_10_Rep10_J6_Bd	Non_2020-09-28_10_Rep10	10	Rep10	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	swab	2020-10-10	Bd	6	NA	TRUE	NA	NA	31	M4
Non_2020-08-31_1_Rep1_J21_Bd	Non_2020-08-31_1_Rep1	1	Rep1	2020-08-31	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	21	NA	TRUE	NA	NA	32	M4
Non_2020-09-28_10_Rep9_J20_Bd	Non_2020-09-28_10_Rep9	10	Rep9	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	NA	NA	NA	swab	2020-10-10	Bd	20	NA	TRUE	NA	NA	33	M4
Con_2020-09-28_0_Rep9_J15_Bd	Con_2020-09-28_0_Rep9	0	Rep9	2020-09-28	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-10	Bd	15	NA	TRUE	NA	NA	34	M4
