ASVID	Taxon	Domain	Phylum	Class	Order	Family	Genus	Species	Confidence	ScientificName	ScientificName_unique
7629330d5248ba9325fc5948a4a44a70	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__metagenome	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	NA	NA	NA	0.9951447499189	o__Planctomycetales_isolate	o__Planctomycetales_isolate.2
7710d54a09d8a82454636b213a773f9e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999785043726512	g__Pseudomonas_unknown	g__Pseudomonas_unknown.50
783e337acff30e31052c3a2da74219f6	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__Thermus_thermophilus	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__Thermus_thermophilus	0.862196268142415	s__Thermus_thermophilus	s__Thermus_thermophilus.1
7925257022d68a1fba021cf3e9317ef6	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__uncultured; s__candidate_division	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	NA	s__candidate_division	0.997830742617592	s__candidate_division	s__candidate_division
7955106445694816839250c11fbf67ed	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_Verrucomicrobia	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	NA	0.743420462237735	g__Chthoniobacter_isolate	g__Chthoniobacter_isolate
798a80449a628241384936c6a1cdd6e8	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Adlerbacteria; f__Candidatus_Adlerbacteria; g__Candidatus_Adlerbacteria; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Adlerbacteria	f__Candidatus_Adlerbacteria	g__Candidatus_Adlerbacteria	NA	0.999299422743778	g__Candidatus_Adlerbacteria_isolate	g__Candidatus_Adlerbacteria_isolate
7acb2f81fcf9ef00681817804bb52ee6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.996241380415234	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.10
7b0011748a8d663c298f477aceddb399	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Candidatus_Peribacteria	f__Candidatus_Peribacteria	g__Candidatus_Peribacteria	NA	0.96056014105545	g__Candidatus_Peribacteria_isolate	g__Candidatus_Peribacteria_isolate.9
7b7f9c073366c233fa85c7a9aee5903c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__Isoptericola	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Promicromonosporaceae	g__Isoptericola	NA	0.959617030589423	g__Isoptericola_unknown	g__Isoptericola_unknown
7bbae028b9b09b6594c8d599c173a410	d__Bacteria; p__Firmicutes; c__Bacilli; o__Entomoplasmatales; f__type_III; g__type_III; s__uncultured_Mollicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Entomoplasmatales	f__type_III	g__type_III	NA	0.992558355074006	g__type_III_isolate	g__type_III_isolate
7c87c786c8768d64f96e32ea97a87540	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Parcubacteria	f__Parcubacteria	g__Parcubacteria	NA	0.728605375587391	g__Parcubacteria_isolate	g__Parcubacteria_isolate.7
7d1994f113f6e2b0098208bc753e94f3	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadales	g__Saccharimonadales	NA	0.952207239168936	g__Saccharimonadales_isolate	g__Saccharimonadales_isolate.2
7d217addfd80cb5393d81dae5f160367	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Schlegelella; s__uncultured_bacterium	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Schlegelella	NA	0.788456635105671	g__Schlegelella_isolate	g__Schlegelella_isolate.2
7d2b9d394ab405434084b83d041afe5b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Alicyclobacillales; f__Alicyclobacillaceae; g__Effusibacillus; s__uncultured_Bacilli	d__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA	0.999596063009374	g__Effusibacillus_isolate	g__Effusibacillus_isolate
7d88cb85b80e0024b54a61e7a6da3bf0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA	0.898172497794285	g__Bacillus_unknown	g__Bacillus_unknown.12
7db631b397e1ebb7701ea93e097cf7bd	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA	0.979217120521144	g__Bacillus_unknown	g__Bacillus_unknown.13
7e2bed111495efa13b763e760990ec27	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	NA	0.999999999945003	g__Sphingobacterium_unknown	g__Sphingobacterium_unknown.4
7e5810ac6673b2676698d5818c90b636	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	NA	NA	0.999993241143701	f__Pasteurellaceae_unknown	f__Pasteurellaceae_unknown
7ed1ed48dfb05d22c201e0ad39885d84	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	NA	NA	0.994064097940265	f__Bacillaceae_unknown	f__Bacillaceae_unknown
7ee807ccee01941466d003c43f0516a8	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_geothermalis	0.999838693806863	s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.7
7ef34ee2c62a8b36b112ee9b6f56d84e	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Parcubacteria	f__Parcubacteria	g__Parcubacteria	NA	0.993326751822604	g__Parcubacteria_isolate	g__Parcubacteria_isolate.8
7f2fc25056aabfcf7d86739408d78fe2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	NA	0.999997283420525	g__Legionella_unknown	g__Legionella_unknown.2
7f3a565cb8973d5671986ebd881ba8f9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermabacteraceae; g__Brachybacterium	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermabacteraceae	g__Brachybacterium	NA	0.9951153978635	g__Brachybacterium_unknown	g__Brachybacterium_unknown
7f499b98f8da9b1f9b8d10791ea2db91	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.998218756302587	g__Pseudomonas_unknown	g__Pseudomonas_unknown.51
7f929e90cf65ddeda1f9c76295c8152b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	NA	0.990332763722262	g__Hydrogenophaga_unknown	g__Hydrogenophaga_unknown
7ff346973a282aa55de296afdb5d74af	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	NA	NA	0.999999611552132	f__Micrococcaceae_unknown	f__Micrococcaceae_unknown.3
8012da7c810e58147175f741af2a78d2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.999954964850713	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.11
8023dfa24a8a4efdff712cc904f37181	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999874844654729	g__Pseudomonas_unknown	g__Pseudomonas_unknown.52
80544fde2d0299365cd6d34803590b8f	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter; s__uncultured_delta	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Pajaroellobacter	NA	0.999991440996418	g__Pajaroellobacter_isolate	g__Pajaroellobacter_isolate.1
805907d47d37dc3ac94feb7e01d9ac76	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	NA	NA	0.999425757946776	f__Microscillaceae_isolate_unknown	f__Microscillaceae_isolate_unknown.1
80712753e63be413f9ec76ccb40c3aa9	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__Candidatus_Peribacteria	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Candidatus_Peribacteria	f__Candidatus_Peribacteria	g__Candidatus_Peribacteria	s__Candidatus_Peribacteria	0.706966099134877	s__Candidatus_Peribacteria	s__Candidatus_Peribacteria
8119d66bae6de98111412785dae68e5e	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_bacterium	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__Vermiphilaceae	NA	0.92949341155874	g__Vermiphilaceae_isolate	g__Vermiphilaceae_isolate.1
815106c78cd7711be8510aa84b89c8d3	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium	d__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	NA	0.782855123022016	g__Subgroup_22_isolate	g__Subgroup_22_isolate
8184814db8b5d5b6ac18492191bc4f39	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999983744144622	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.11
8198ce2302f9d5cf2f275a20bd44c64e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.99988037252702	g__Flavobacterium_unknown	g__Flavobacterium_unknown.10
81998cf068cd9647faf4ac2fddd0f8c3	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	NA	0.746618477443913	g__Bdellovibrio_isolate	g__Bdellovibrio_isolate.1
820b7fc4077f0a83f151259b47643717	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__Candidatus_Rhabdochlamydia; s__Candidatus_Rhabdochlamydia	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Simkaniaceae	g__Candidatus_Rhabdochlamydia	s__Candidatus_Rhabdochlamydia	0.906200192816799	s__Candidatus_Rhabdochlamydia	s__Candidatus_Rhabdochlamydia
820bf08b9e0740826cebe21489a0e559	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria; s__uncultured_eubacterium	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__Candidatus_Woesebacteria	f__Candidatus_Woesebacteria	g__Candidatus_Woesebacteria	NA	0.960694222402711	g__Candidatus_Woesebacteria_isolate	g__Candidatus_Woesebacteria_isolate.1
820f6693f569e339f183638cd73a7fe6	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Lawsonella; s__uncultured_bacterium	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Lawsonella	NA	0.930449396171323	g__Lawsonella_isolate	g__Lawsonella_isolate
82111040033564e4025c866576f05fe4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93; s__uncultured_bacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__KD3-93	g__KD3-93	NA	0.736473751416341	g__KD3-93_isolate	g__KD3-93_isolate
8250e4941265c83175b63bc4d7e441fd	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__Granulicella_paludicola	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae_(Subgroup_1)	g__Granulicella	s__Granulicella_paludicola	0.945926245231396	s__Granulicella_paludicola	s__Granulicella_paludicola
827992b22906f7a8b7f7a87580b21cfa	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__Chloroplast	g__Chloroplast	NA	0.999999999999991	g__Chloroplast_unknown	g__Chloroplast_unknown.3
82819e0b6b0a7ba359661678cb034a42	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	NA	0.997755417219587	g__Carnobacterium_unknown	g__Carnobacterium_unknown
82dece6e35540738ba450a0c3a90b5a0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Serratia	NA	0.833431322817832	g__Serratia_unknown	g__Serratia_unknown.3
82f39b4214576034d0341b7356ea5293	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999867887991417	g__Pseudomonas_unknown	g__Pseudomonas_unknown.53
83670ece3d8f5f8a2891a515912dccf7	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	NA	0.999999986731407	g__Luteolibacter_unknown	g__Luteolibacter_unknown.2
83b90c7b4966e27ca79f0acbc36586ed	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_soil	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Parcubacteria	f__Parcubacteria	g__Parcubacteria	NA	0.958192988952787	g__Parcubacteria_isolate	g__Parcubacteria_isolate.9
83e948f389f9d97b0c975afc880989e8	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA	0.999395215724752	g__Bacillus_unknown	g__Bacillus_unknown.14
84351f43af04791ddd7762ac90f5bb66	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	NA	0.999997898313344	g__Candidatus_Udaeobacter_unknown	g__Candidatus_Udaeobacter_unknown.1
850c8d21486250d64a37cd216258b52d	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	NA	NA	NA	0.71954641820347	o__Planctomycetales_isolate_unknown	o__Planctomycetales_isolate_unknown
856c418beb012bad07f9db0bfa07e148	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystis	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Nannocystis	NA	0.999972510047367	g__Nannocystis_unknown	g__Nannocystis_unknown
8591bffc07a87a1cee4dd8f1b2ed0c22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Aquabacterium	NA	0.963083198694843	g__Aquabacterium_unknown	g__Aquabacterium_unknown
85af20686557f555a1bd77eadd3b17b2	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Paenarthrobacter	NA	0.895828481172195	g__Paenarthrobacter_unknown	g__Paenarthrobacter_unknown
85cc13b874316aa9142539c4f721dee4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12; s__uncultured_bacterium	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__SM2D12	g__SM2D12	NA	0.999602345428223	g__SM2D12_isolate	g__SM2D12_isolate.1
8612a638846acf832935cb932a1f0398	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Cloacibacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	NA	0.998294778262875	g__Cloacibacterium_unknown	g__Cloacibacterium_unknown
8618cb1b38add299828293b9c42e4302	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_lautus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_lautus	0.958187477758275	s__Paenibacillus_lautus	s__Paenibacillus_lautus.2
86503204f2ee90127aa409e4309896a7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999720206492775	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.12
868e0165fe32a8925b7f20afa5e1dbfc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.99999440743388	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.12
86bf35787e74bdee924b2dc147a01c40	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oryzae	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_oryzae	0.999999999922764	s__Prevotella_oryzae	s__Prevotella_oryzae
870da42718132159a5ea05f60c736a60	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Falkowbacteria; f__Candidatus_Falkowbacteria; g__Candidatus_Falkowbacteria; s__uncultured_Parcubacteria	d__Bacteria	p__Patescibacteria	c__ABY1	o__Candidatus_Falkowbacteria	f__Candidatus_Falkowbacteria	g__Candidatus_Falkowbacteria	NA	0.881307934126177	g__Candidatus_Falkowbacteria_isolate	g__Candidatus_Falkowbacteria_isolate
8722a17fc5739633685c5b697fb4b591	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	NA	NA	0.942973392474481	f__Yersiniaceae_unknown	f__Yersiniaceae_unknown.15
8735f92a7f18db944bc862777fbd3222	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.999999408443512	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.13
87d2fa67ff0a8c3c11ab8002543f6c74	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999948018765683	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.13
87e4dd1e262f58c5648d5487e853c18b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__metagenome	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	NA	0.727337960847372	g__Rhodoplanes_isolate	g__Rhodoplanes_isolate
8807bdf85e025ed1de7b9ea22095fcad	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__FS118-23B-02; f__FS118-23B-02; g__FS118-23B-02; s__marine_sediment	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__FS118-23B-02	f__FS118-23B-02	g__FS118-23B-02	s__marine_sediment	0.987885360144031	s__marine_sediment	s__marine_sediment
882b5b49ef18215727a0900958cdec5d	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Meiothermus	NA	0.999999999999691	g__Meiothermus_unknown	g__Meiothermus_unknown.1
888d54962466f544d4e1ac4baa4b291a	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	NA	0.999835780253279	g__Prosthecobacter_unknown	g__Prosthecobacter_unknown.1
88f16d79dbca227c3e4a92f52e0693f4	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Parcubacteria	f__Parcubacteria	g__Parcubacteria	NA	0.999554217355655	g__Parcubacteria_isolate	g__Parcubacteria_isolate.10
892a0fc53b26d6a2c193d145b2464da7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.999715692240505	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.12
8986ca4f25fb02ca2df89704f01cba12	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.998433382478901	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.14
89a753c722d7f4d8efbfc87fdb6d379f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Taibaiella	NA	0.999999831811895	g__Taibaiella_unknown	g__Taibaiella_unknown.3
8aea50e09ca1b87634390163e4882644	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.999983566909242	g__Flavobacterium_unknown	g__Flavobacterium_unknown.11
8b2f13e25abe9143bb6ad645f0268eaf	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yonathbacteria; f__Candidatus_Yonathbacteria; g__Candidatus_Yonathbacteria; s__uncultured_bacterium	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Yonathbacteria	f__Candidatus_Yonathbacteria	g__Candidatus_Yonathbacteria	NA	0.794441357378645	g__Candidatus_Yonathbacteria_isolate	g__Candidatus_Yonathbacteria_isolate.1
