SampleID	sampleID_qPCR	introRich	obsRich	ASV_1a536b0e1f97503816f150ed89839a0f	ASV_255429c75a0f47d5a30c6ac429fa7c34	ASV_f13bd5edd93cef613314f42915c99a6f	ASV_14c6f745ca3896169903ea6ea03d48ac	ASV_033fc14444cc93f82f6464968d72c6b2	ASV_dcba105f35d8ebc9e22269c7491ad3a7	ASV_fa0bfc5b671a0016df8fd1840f314bab	ASV_e97345e9d12e47c8712c8a693016d65e	ASV_d32e579b3ae7b2aae8d5bf9f027c29af	ASV_5648dccee530d68ceb3e4d7d22cf8756	ASV_d5d20ebebb0eb375a078ec82b47a50ec	ASV_945184b6386c192c0066e0a98a154780	ASV_4850a238b7fbbd5ffa204c5a5a396f2c	ASV_205d983fc6a77838d0c5f28ea5485c28	ASV_3481fa43fe5fba6aecdc7f9aae6ed9c0	ASV_8b9ede8e4455abbacd8d8d787eb6383d	ASV_3bb0bf5132b0f988573de9bd6059b22c	ASV_63afe8e6aac58bf0d670a82ca5bc574c	ASV_4ea59d33f520370432fb7cb625b56c12	ASV_38c27ceaed634984c1225a82648cf571	ASV_f8aeec3c1ff0f4e7e1c829e4db0618d9	ASV_bdf8a26094624622d68509a87fa75ba7	ASV_6a42f6b31b1958a4fd7c015ad7affbf4	ASV_e61a7bc42a30f0ca4f170b5e3f6cad0c	ASV_43fddf1528d4a98928fd8c3a8ac23bfd	ASV_213f59ff91f42554a6570145dbeff3da	ASV_5746145cd6809625dd78c312e6605cb4	ASV_ec2d6318d95da4328567972cc10eb066	ASV_bc56a7361c9a3b49f1f1c51874321e12	ASV_fb67b286b0f781b0de13d50179318995	ASV_ffcce969599b117e0566b6767fe78b55	ASV_9f10ad79c9fd3d0d6a7b41cae19cf1f4	ASV_b65fae1900c461356f7ec33239edf811	ASV_7f499b98f8da9b1f9b8d10791ea2db91	ASV_f39b145cd0896489db3646d0d26bd418	ASV_43292d77db4e71f520bc2661f373b05f	ASV_44a162f21fda1420467bd353f5c67211	ASV_52106e22009423eaaa64743e6cdfe659	ASV_93234676188a71a3d96809c07dfbec21	ASV_4ce0d715d312a473a37ab09124cf0f34	ASV_c30ea0ffd45e89a13edc0ab8fb15c2f6	ASV_2615d9840911b76cdd3db2dd7817b53e	ASV_8e86630f5236d005b75249185d4e2d08	ASV_922f741ee774d85fd38a26312d4e9dda	ASV_d4575b9e7e37002f0d041ea717fb8a06	ASV_dd18c11c9ae50bd4f90b015e8c78de58	ASV_82dece6e35540738ba450a0c3a90b5a0	ASV_1bc599cac5647c5c30496e93ca551557	REMOVE_SEQCONTAM	ASV_a0a6a2bfc50e87cf99e385b7384f8019	ASV_4cec258429289d8463d0d5f42a7a4cad	ASV_180843d213d81292129ca7501d19904c	ASV_5e5652fbc2332a8189559dec86869b7c	ASV_d69e2e7690e0766c9832eafd079bc99c
Inhib_2020-09-28_1_Rep9	R9_J17_Pre	1	1	0	0	0	0	0	0	0	0	0	149537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_3_Rep9	R9_J8_Pre	3	3	0	0	0	0	0	0	0	0	0	199833	0	0	0	0	0	0	0	0	0	38188	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_10_Rep9	R9_J9_Pre	10	6	0	0	6012	0	0	0	175509	0	0	31151	0	0	0	0	0	0	0	0	0	65076	84372	0	0	0	0	0	0	0	0	273567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-28_1_Rep9	R9_J19_Pre	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-28_3_Rep9	R9_J28_Pre	3	2	0	0	0	0	0	0	0	0	0	367494	0	0	0	0	0	0	0	268959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-28_10_Rep9	R9_J2_Pre	10	3	0	0	0	0	0	640315	0	0	0	173397	0	0	0	0	0	0	0	154245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-08-31_0_Rep1	R1_J7_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_1_Rep1	R1_J23_Bd	1	3	0	0	0	0	0	0.281702073581429	0.235422447207337	0	0	0.331878931650181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_3_Rep1	R1_J4_Bd	3	4	0	0	0	0	0	0.481459453868432	0.297372776168804	0	0.098960488208523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0922372776168804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_10_Rep1	R1_J22_Bd	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896948433420366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_1_Rep1	R1_J21_Bd	1	1	0.986891735444598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_3_Rep1	R1_J16_Bd	3	1	0.978219598909254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_10_Rep1	R1_J26_Bd	9	8	0	0	0	0	0	0.333104395604396	0	0	0	0	0	0.167279411764706	0.0362798965740142	0.019715578539108	0.0264625080801551	0.0999515190691661	0.223800096961862	0.0808217517776341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-09-28_0_Rep10	R10_J23_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_1_Rep10	R10_J16_Bd	1	1	0	0	0	0	0	0	0	0	0	0.988025442477876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_3_Rep10	R10_J25_Bd	3	2	0	0	0	0	0	0	0	0	0	0.0165428029478529	0	0	0	0	0	0	0	0	0	0.976864952268416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-28_10_Rep10	R10_J3_Bd	10	5	0	0	0	0	0	0	0	0	0	0.57219453051327	0	0	0	0	0	0	0	0.0455880371817325	0	0.329058332210696	0.0208810453994342	0	0.023440657416139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-28_1_Rep10	R10_J1_Bd	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838167355587203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0659626940845462	0.0861440133384279	0	0	0
Non_2020-09-28_3_Rep10	R10_J27_Bd	3	2	0	0	0	0	0	0.678524089052398	0	0	0	0.296940514512944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-28_10_Rep10	R10_J6_Bd	10	4	0	0	0	0	0	0.420617477760335	0	0	0	0.325457875457875	0	0	0.0412087912087912	0	0	0	0	0.197043432757718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-10-05_0_Rep11	R11_J2_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_1_Rep11	R11_J8_Bd	1	1	0	0	0	0	0	0	0	0	0	0.998228158647949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_3_Rep11	R11_J11_Bd	2	2	0	0	0	0	0	0	0.398167878561543	0	0	0.598383163814503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_10_Rep11	R11_J26_Bd	9	2	0	0	0	0	0	0	0.323131253678634	0	0	0.53697221275673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_1_Rep11	R11_J21_Bd	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202984375522768	0	0	0.758272274080765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_3_Rep11	R11_J25_Bd	3	3	0	0	0	0	0	0.123142962540662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675844260370905	0.191086220195178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_10_Rep11	R11_J24_Bd	9	4	0	0	0	0	0	0.441522491349481	0	0	0	0.130565167243368	0	0	0	0	0	0	0	0.100653594771242	0	0	0	0	0	0.325259515570934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-10-05_0_Rep12	R12_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_1_Rep12	R12_J5_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899054524774294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_3_Rep12	R12_J19_Bd	3	2	0	0	0	0	0	0	0.645936490850377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3247308934338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-10-05_10_Rep12	R12_J3_Bd	8	10	0	0.0108539832070448	0.0173780755390422	0.0114683596149908	0.0483016880723209	0	0.5326350896697	0	0	0.230010824727188	0	0	0	0	0	0	0	0	0	0	0	0.0135455369942366	0.0173780755390422	0	0	0	0.0804833094409175	0	0	0	0	0	0.0274128902021591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_1_Rep12	R12_J14_Bd	1	5	0	0	0	0	0	0	0.0489566613162119	0	0	0.0353130016051364	0	0	0	0	0	0	0	0	0	0	0	0.771690462110332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0704992819126468	0.0682182985553772	0	0	0
Non_2020-10-05_3_Rep12	R12_J20_Bd	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131991233054631	0	0	0.839164434342614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_10_Rep12	R12_J23_Bd	7	3	0	0	0	0	0	0.598413877374991	0	0	0	0.158348707381939	0	0	0	0	0	0	0	0.233653592735463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-10-05_0_Rep13	R13_J29_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-08-31_0_Rep2	R2_J19_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_1_Rep2	R2_J6_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983673308032891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_3_Rep2	R2_J25_Bd	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77188389954837	0	0	0.20107585651411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-08-31_10_Rep2	R2_J18_Bd	9	3	0	0	0	0	0	0	0	0	0.0570267078488372	0	0	0	0	0	0	0	0	0	0	0.406772347383721	0	0	0	0	0	0	0	0	0	0.518622819767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_1_Rep2	R2_J2_Bd	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0.262160348876216	0.12550318685005	0	0	0	0.573884602482388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_3_Rep2	R2_J11_Bd	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0.163499088778964	0.0754491017964072	0	0	0	0.351236657120542	0	0	0	0.0486852382192137	0	0	0	0	0	0	0.358005727675085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-08-31_10_Rep2	R2_J3_Bd	8	4	0	0	0	0	0	0.48313157663335	0	0	0	0	0	0.215112700413284	0	0	0	0.129261072192748	0	0.166485916112202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-09-07_0_Rep3	R3_J20_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_1_Rep3	R3_J1_Bd	1	12	0	0.0609163614619927	0.0890201061364825	0.0660736975857687	0.0834890500037372	0	0	0.0359518648628448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870767620898423	0	0	0	0.0450706330816952	0.0759399058225577	0	0.0707825696987817	0.0568801853651245	0	0	0	0	0	0.178040212272965	0	0	0.119141938859407	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_3_Rep3	R3_J18_Bd	3	10	0	0.0691182986264954	0.10914192881406	0.0686013882735194	0.0821149017870329	0	0.153374686161571	0.102717471569931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588539359031162	0	0	0	0	0.0479988184906218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114901787032935	0.113572588982425
Inhib_2020-09-07_10_Rep3	R3_J12_Bd	10	11	0	0.00478571707621987	0.00728601007930617	0.00437551275540102	0.0169355783880924	0	0.251650584052819	0	0.00982537016056569	0.129526897683322	0	0	0	0	0	0	0	0	0	0	0	0	0.0109192483494159	0	0	0	0.0325038090401219	0	0	0.518771731062234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972770246513263	0	0
Non_2020-09-07_1_Rep3	R3_J6_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.98522326885741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-07_3_Rep3	R3_J25_Bd	3	3	0	0	0	0	0	0.449775581921297	0	0	0	0	0	0	0.131101910163182	0	0	0	0	0.411815872794962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-07_10_Rep3	R3_J19_Bd	10	5	0	0	0	0	0	0.425484241870338	0	0	0	0	0	0.195318258203367	0.0807217193903122	0	0	0.11819334296412	0	0.176154957398508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Con_2020-09-07_0_Rep4	R4_J5_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_1_Rep4	R4_J11_Bd	1	1	0	0	0	0	0	0	0.973695884762924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_3_Rep4	R4_J3_Bd	2	2	0	0	0	0	0	0	0.717986962766545	0	0.275135344160866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_10_Rep4	R4_J17_Bd	9	14	0	0.00781893004115226	0.0110853909465021	0.00676440329218107	0.0298353909465021	0	0.325643004115226	0.0373199588477366	0.0249742798353909	0.162654320987654	0	0	0	0	0	0	0	0	0	0	0	0.00419238683127572	0.00498971193415638	0	0	0	0.0236625514403292	0	0	0.343132716049383	0	0	0.00288065843621399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0127572016460905	0	0
Non_2020-09-07_1_Rep4	R4_J9_Bd	1	2	0	0	0	0	0	0.919302832244009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0748293391430646	0	0	0	0	0	0	0	0
Non_2020-09-07_3_Rep4	R4_J8_Bd	3	2	0	0	0	0	0	0.655179409889282	0	0	0	0	0	0	0	0	0	0	0.264912179004116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-07_10_Rep4	R4_J2_Bd	10	2	0	0	0	0	0	0.48687130710477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446952010376135	0	0	0	0	0	0	0
Con_2020-09-14_0_Rep5	R5_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_1_Rep5	R5_J18_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993248973776165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_3_Rep5	R5_J1_Bd	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330395102318463	0	0.657955898191713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_10_Rep5	R5_J17_Bd	8	6	0	0	0.0237905722119041	0	0	0.58883877244185	0.0389434273753722	0	0	0.0814539665693818	0	0	0	0	0	0	0	0.0315438813714218	0	0.23012293269656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-14_1_Rep5	R5_J8_Bd	1	4	0	0	0	0	0	0	0	0	0	0.0619052196481784	0	0	0.268864750552725	0.12150341247717	0	0	0	0.531289051235221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-14_3_Rep5	R5_J14_Bd	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0.400363320432825	0.0967143195640155	0	0	0	0.481833978358739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-14_10_Rep5	R5_J4_Bd	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0515410878817642	0	0	0	0	0.0250923717319115	0	0	0	0	0	0.702095318273233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214840278752163	0	0	0	0	0	0	0
Con_2020-09-14_0_Rep6	R6_J22_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_1_Rep6	R6_J23_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797124924073699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_3_Rep6	R6_J19_Bd	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187772044622525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784122683116658	0	0	0	0	0	0
Inhib_2020-09-14_10_Rep6	R6_J7_Bd	8	4	0	0	0	0	0	0	0	0	0	0.456696125084976	0	0	0	0	0	0	0	0.0247994561522774	0	0	0	0	0.0396193065941536	0	0	0	0	0	0	0.457267165193746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-14_1_Rep6	R6_J27_Bd	1	1	0	0	0	0	0	0.981099221173938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-14_3_Rep6	R6_J20_Bd	2	2	0	0	0	0	0	0.694753174376999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302333681644026	0	0	0	0	0	0	0
Non_2020-09-14_10_Rep6	R6_J16_Bd	8	6	0	0	0	0	0	0.603369750481992	0	0	0	0	0	0.0270194752577608	0.0475844533236469	0	0	0.015814915197407	0	0.148676967783397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152029953337618	0	0	0	0	0	0	0
Con_2020-09-19_0_Rep7	R7_J17_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_1_Rep7	R7_J15_Bd	1	2	0	0	0	0	0	0.673423291287768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27937811674978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_3_Rep7	R7_J13_Bd	2	2	0	0	0	0	0	0.534777535386333	0	0	0	0.445157526254376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_10_Rep7	R7_J19_Bd	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394707193709998	0	0	0	0	0	0	0	0	0	0.596231752043531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-19_1_Rep7	R7_J27_Bd	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993548184049852	0	0	0	0	0	0	0
Non_2020-09-19_3_Rep7	R7_J22_Bd	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958637469586375	0	0	0	0	0	0	0
Non_2020-09-19_10_Rep7	R7_J23_Bd	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0.0933141228043285	0.0389013212347874	0.175316513902088	0	0	0.218325618466632	0	0	0	0.0663069801661506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387664387970939	0	0	0	0	0	0	0
Con_2020-09-19_0_Rep8	R8_J11_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_1_Rep8	R8_J3_Bd	1	1	0	0	0	0	0	0	0	0	0	0.996213443617907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-19_3_Rep8	R8_J16_Bd	3	3	0	0	0	0	0	0	0	0	0.0127327455315522	0.288324764923683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696571748221944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
