sampleID_qPCR	ASV_1a536b0e1f97503816f150ed89839a0f	ASV_255429c75a0f47d5a30c6ac429fa7c34	ASV_f13bd5edd93cef613314f42915c99a6f	ASV_14c6f745ca3896169903ea6ea03d48ac	ASV_033fc14444cc93f82f6464968d72c6b2	ASV_dcba105f35d8ebc9e22269c7491ad3a7	ASV_fa0bfc5b671a0016df8fd1840f314bab	ASV_d32e579b3ae7b2aae8d5bf9f027c29af	ASV_5648dccee530d68ceb3e4d7d22cf8756	ASV_945184b6386c192c0066e0a98a154780	ASV_4850a238b7fbbd5ffa204c5a5a396f2c	ASV_205d983fc6a77838d0c5f28ea5485c28	ASV_3481fa43fe5fba6aecdc7f9aae6ed9c0	ASV_8b9ede8e4455abbacd8d8d787eb6383d	ASV_3bb0bf5132b0f988573de9bd6059b22c	ASV_63afe8e6aac58bf0d670a82ca5bc574c	ASV_4ea59d33f520370432fb7cb625b56c12	ASV_38c27ceaed634984c1225a82648cf571	ASV_f8aeec3c1ff0f4e7e1c829e4db0618d9	ASV_bdf8a26094624622d68509a87fa75ba7	ASV_6a42f6b31b1958a4fd7c015ad7affbf4	ASV_e61a7bc42a30f0ca4f170b5e3f6cad0c	ASV_43fddf1528d4a98928fd8c3a8ac23bfd	ASV_213f59ff91f42554a6570145dbeff3da	ASV_5746145cd6809625dd78c312e6605cb4	ASV_ec2d6318d95da4328567972cc10eb066	ASV_bc56a7361c9a3b49f1f1c51874321e12	ASV_fb67b286b0f781b0de13d50179318995	ASV_b65fae1900c461356f7ec33239edf811	ASV_dd18c11c9ae50bd4f90b015e8c78de58	ASV_82dece6e35540738ba450a0c3a90b5a0	ASV_1bc599cac5647c5c30496e93ca551557	obsRich_rawASV	shannon_rawASV	pielou_rawASV
R8_J3_Bd	0	0	0	0	0	0	0	0	0.996213443617907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R8_J12_Pre	0	0	0	0	0	0	0	0	162891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R8_J16_Bd	0	0	0	0	0	0	0	0.0127327455315522	0.288324764923683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696571748221944	0	0	0	0	3	NA	NA
R8_J25_Pre	0	0	0	0	0	0	0	11706	131816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265531	0	0	0	0	3	0.74712314061432	0.680060789707792
R8_J24_Bd	0	0	0	0	0	0	0	0.0537168897749929	0	0	0	0	0	0	0	0	0	0.321105098262603	0	0	0	0	0	0	0	0	0	0.614668185702079	0	0	0	0	3	NA	NA
R8_J4_Pre	0	0	0	0	0	0	0	7349	7317	0	0	0	0	0	0	0	0	123850	0	0	0	0	0	0	0	0	0	264767	0	0	0	0	4	0.784547059603707	0.565931076117143
R8_J6_Bd	0	0	0	0	0	0.928554530399811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675588901280881	0	0	2	NA	NA
R8_J18_Pre	0	0	0	0	0	308623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R8_J1_Bd	0	0	0	0	0	0.885665645216207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102281239359891	0	0	2	NA	NA
R8_J2_Bd	0	0	0	0	0	0.577811068029609	0	0	0	0	0	0	0	0	0	0.382504993537775	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185054635178005	0	0	3	NA	NA
R8_J28_Pre	0	0	0	0	0	83939	0	0	0	0	0	0	0	0	0	62368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.682238688602788	0.984262372749833
R9_J15_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R9_J11_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J14_Bd	0	0	0	0	0	0	0	0	0.995693550959647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R9_J17_Pre	0	0	0	0	0	0	0	0	149537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R9_J7_Bd	0	0	0	0	0	0	0	0	0.78073990042226	0	0	0	0	0	0	0	0	0.194775319846222	0.0170794731203126	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
R9_J8_Pre	0	0	0	0	0	0	0	0	199833	0	0	0	0	0	0	0	0	38188	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.508989239183122	0.463301971435427
R9_J13_Bd	0	0	0.00934169440788625	0	0	0	0.161079714071895	0	0.0270702691543444	0	0	0	0	0	0	0.0141931821114294	0	0.141286676472865	0.168253722484581	0	0	0	0	0	0	0	0	0.47632319165957	0	0	0	0	7	NA	NA
R9_J9_Pre	0	0	6012	0	0	0	175509	0	31151	0	0	0	0	0	0	0	0	65076	84372	0	0	0	0	0	0	0	0	273567	0	0	0	0	6	1.41141320465538	0.787724707972917
R9_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963400556800435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R9_J19_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R9_J26_Bd	0	0	0	0	0	0	0	0	0.842513067002863	0	0	0	0	0	0	0.137604076379587	0.0144459328132798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
R9_J28_Pre	0	0	0	0	0	0	0	0	367494	0	0	0	0	0	0	268959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.681114382582879	0.982640342030468
R9_J20_Bd	0	0	0	0	0	0.636872420306415	0	0	0.124524869995103	0	0	0	0	0	0	0.227922486766318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
R9_J2_Pre	0	0	0	0	0	640315	0	0	173397	0	0	0	0	0	0	154245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.874071107381303	0.795613808799621
