SampleID	sampleID_qPCR	JarID	DateStart	Rep	Inhibitory	RichLevel	introRich	Type	volPellet	cClean	CV	CV_sd	qPCR_log10	qPCR_sd	qPCR_lwr_95_total	qPCR_upr_95_total	Micro_Bd_density	Micro_Bd_density_sd	Micro_Bd_truezero	clouds_present	pinpricks_present	Micro_Bd_meansize	Micro_Bd_meansize_sd	Micro_Bd_medsize	ISO_13C	ISO_20A	ISO_20D	ISO_2E	ISO_2F	ISO_2H	ISO_32E	ISO_33B	ISO_33D	ISO_34B	ISO_34F	ISO_35A	ISO_35E	ISO_37E	ISO_37H	ISO_45D	ISO_50A	ISO_50B	ISO_BTB_45	ISO_BTB_47	ISO_20C	ISO_21C	ISO_24C	ISO_24D	ISO_24L	ISO_25A	ISO_25C	ISO_32G	ISO_35B	ISO_36A	ISO_36E	ISO_36G	ISO_40A	ISO_40B	ISO_45E	ISO_47C	ISO_49C	ISO_54G	ISO_BTB_28	ISO_BTB_59	obsRich_mergedASVfilt	shannon_mergedASVfilt	pielou_mergedASVfilt
Inhib_2020-08-31_1_Rep2	R2_J6_Bd	6	2020-08-31	Rep2	Inhib	1	1	Bd	1	TRUE	NA	NA	3.6824922290096	0.399388989690063	2.98114572227924	4.38383873573997	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983673308032891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-08-31_1_Rep2	R2_J14_Pre	14	2020-08-31	Rep2	Inhib	1	1	CV	1	TRUE	0.283611111111111	0.00314024061356944	4.02700821092707	0.121545850491077	3.3256617041967	4.72835471765743	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-08-31_3_Rep2	R2_J25_Bd	25	2020-08-31	Rep2	Inhib	3	2	Bd	0.5	TRUE	NA	NA	2.33418022741461	0.401187980568159	1.63283372068425	3.03552673414497	2.80261040738565	6.759072741987	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20107585651411	0.77188389954837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-08-31_3_Rep2	R2_J28_Pre	28	2020-08-31	Rep2	Inhib	3	2	CV	0.5	TRUE	0.474944444444444	0.00123603308118261	4.95775841869562	0.0181483333133238	4.25641191196525	5.65910492542598	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19616	67691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.532765842796815	0.768618639357995
Inhib_2020-08-31_10_Rep2	R2_J18_Bd	18	2020-08-31	Rep2	Inhib	10	9	Bd	1	TRUE	NA	NA	2.05237417297312	0.468662142988084	1.35102766624276	2.75372067970348	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0.518622819767442	0	0	0	0	0	0	0	0	0	0.406772347383721	0.0570267078488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	NA	NA
Inhib_2020-08-31_10_Rep2	R2_J20_Pre	20	2020-08-31	Rep2	Inhib	10	9	CV	1	TRUE	1.27661111111111	0.0249571855606979	5.77272398730335	0.090583548564851	5.07137748057299	6.47407049403372	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	289348	0	0	0	0	0	0	0	0	0	278040	10825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.772996270639079	0.703611527571945
Non_2020-08-31_1_Rep2	R2_J2_Bd	2	2020-08-31	Rep2	Non	1	1	Bd	1	TRUE	NA	NA	4.17572679494655	0.417064901984113	3.47438028821619	4.87707330167691	786.332405729344	884.317643954688	FALSE	TRUE	TRUE	5.65526410589202	2.01594685747737	5.46492174987655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12550318685005	0	0	0	1	NA	NA
Non_2020-08-31_1_Rep2	R2_J12_Pre	12	2020-08-31	Rep2	Non	1	1	CV	1	TRUE	0.0299444444444444	0.000726483157256779	4.55757360640672	0.0404786907274269	3.85622709967636	5.25892011313708	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4437	0	0	0	1	0	NA
Non_2020-08-31_3_Rep2	R2_J11_Bd	11	2020-08-31	Rep2	Non	3	2	Bd	0.5	TRUE	NA	NA	3.98972219104943	0.094704545834609	3.28837568431906	4.69106869777979	0.353270219418359	1.45657042904702	FALSE	FALSE	TRUE	7.53021498970155	5.40910622437193	4.69923536090244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358005727675085	0.0754491017964072	0	0	0	2	NA	NA
Non_2020-08-31_3_Rep2	R2_J13_Pre	13	2020-08-31	Rep2	Non	3	2	CV	0.5	FALSE	0.449611111111111	0.000927960727138337	5.54432675639311	0.119431891729242	4.84298024966275	6.24567326312348	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44110	39173	0	0	0	2	0.691389102398025	0.997463629354303
Non_2020-08-31_10_Rep2	R2_J3_Bd	3	2020-08-31	Rep2	Non	10	8	Bd	1	TRUE	NA	NA	3.51504388703025	0.0715829623918827	2.81369738029989	4.21639039376062	0	0	FALSE	TRUE	TRUE	6.79288079742061	1.3806193986203	6.45606670703264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215112700413284	0	0	0	0	0	0	0.48313157663335	0.129261072192748	0	0	0	0	0	0	0	0	0.166485916112202	0	0	4	NA	NA
Non_2020-08-31_10_Rep2	R2_J17_Pre	17	2020-08-31	Rep2	Non	10	8	CV	1	TRUE	0.285277777777778	0.00169148192751537	5.49202139911483	0.253845464444897	4.79067489238447	6.1933679058452	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50579	0	0	0	0	0	0	177165	30072	0	0	0	0	0	0	0	0	50345	0	0	4	1.13790598479602	0.820825660631545
Con_2020-09-07_0_Rep3	R3_J20_Bd	20	2020-09-07	Rep3	Con	0	0	Bd	1	TRUE	NA	NA	3.61526676989582	0.638197985114723	2.91392026316546	4.31661327662618	166.154759866435	111.031965825214	FALSE	FALSE	FALSE	15.4405219464033	3.94558922694213	16.0636078258269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-07_0_Rep3	R3_J16_Pre	16	2020-09-07	Rep3	Con	0	0	CV	1	TRUE	0.0152777777777778	0.00169148192751536	2.48616963737154	0.0405237631241639	1.78482313064117	3.1875161441019	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Non_2020-09-07_1_Rep3	R3_J6_Bd	6	2020-09-07	Rep3	Non	1	1	Bd	1	FALSE	NA	NA	2.74094502759389	0.463831360450751	2.03959852086352	3.44229153432425	26.0242394971524	36.5775852283329	FALSE	FALSE	TRUE	13.1856491446889	6.36785675804368	14.2630423660408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98522326885741	0	0	0	0	0	1	NA	NA
Non_2020-09-07_1_Rep3	R3_J28_Pre	28	2020-09-07	Rep3	Non	1	1	CV	1	TRUE	0.0162777777777778	0.000927960727138337	4.55963656870852	0.109725161912166	3.85829006197816	5.26098307543888	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35123	0	0	0	0	0	1	0	NA
Non_2020-09-07_3_Rep3	R3_J25_Bd	25	2020-09-07	Rep3	Non	3	3	Bd	1	TRUE	NA	NA	2.47462923958992	0.565921379748755	1.77328273285956	3.17597574632028	74.4693622533901	78.7233631126268	FALSE	FALSE	TRUE	17.6117650929744	4.94765113779911	18.243380051581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449775581921297	0	0	0	0	0	0	0.131101910163182	0	0	0.411815872794962	0	0	3	NA	NA
Non_2020-09-07_3_Rep3	R3_J15_Pre	15	2020-09-07	Rep3	Non	3	3	CV	1	FALSE	0.0632777777777778	0.000927960727138337	5.59784684551839	0.0437430558288554	4.89650033878803	6.29919335224875	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189219	0	0	0	0	0	0	53927	0	0	145787	0	0	3	0.992292629567187	0.903223675724747
Non_2020-09-07_10_Rep3	R3_J19_Bd	19	2020-09-07	Rep3	Non	10	10	Bd	1	TRUE	NA	NA	3.10212342715199	0.0691987721720386	2.40077692042163	3.80346993388236	71.6667518460044	81.0347263732131	FALSE	TRUE	FALSE	15.9689903800465	4.36094539806221	15.6197696036467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195318258203367	0	0	0	0	0	0	0.425484241870338	0.11819334296412	0	0	0	0	0	0.0807217193903122	0	0	0.176154957398508	0	0	5	NA	NA
Non_2020-09-07_10_Rep3	R3_J21_Pre	21	2020-09-07	Rep3	Non	10	10	CV	1	TRUE	0.131944444444444	0.00406543697255016	5.56989998069162	0.098061990111161	4.86855347396126	6.27124648742199	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72784	0	0	0	0	0	0	157594	45585	0	0	0	0	0	32072	2101	0	59004	0	0	6	1.47658278042219	0.824096540736211
Con_2020-09-07_0_Rep4	R4_J5_Bd	5	2020-09-07	Rep4	Con	0	0	Bd	1	TRUE	NA	NA	3.96273197978357	0.0854808362125187	3.26138547305321	4.66407848651393	608.166458402685	527.704239036627	FALSE	FALSE	TRUE	16.3403157932709	4.34292354248111	16.5152522478947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-07_0_Rep4	R4_J14_Pre	14	2020-09-07	Rep4	Con	0	0	CV	1	TRUE	0.0239444444444444	0.00123603308118261	0.620744762892981	0.0952606333385963	-0.0806017438373823	1.32209126962334	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-07_1_Rep4	R4_J11_Bd	11	2020-09-07	Rep4	Inhib	1	1	Bd	1	TRUE	NA	NA	2.35259570683408	0.435704275985682	1.65124920010372	3.05394221356444	5.63024412198009	18.2776375093688	FALSE	FALSE	FALSE	15.9721314461918	5.87733310192888	18.1541178528664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973695884762924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-09-07_1_Rep4	R4_J13_Pre	13	2020-09-07	Rep4	Inhib	1	1	CV	1	TRUE	0.0232777777777778	0.000927960727138337	3.92657912069999	0.155494849057424	3.22523261396963	4.62792562743035	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-09-07_3_Rep4	R4_J3_Bd	3	2020-09-07	Rep4	Inhib	3	2	Bd	1	TRUE	NA	NA	3.47466128745411	0.383043390310915	2.77331478072375	4.17600779418448	103.971841452566	82.160934113638	FALSE	FALSE	FALSE	14.0941943317375	5.18990544233383	13.865701943191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717986962766545	0	0	0.275135344160866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-09-07_3_Rep4	R4_J23_Pre	23	2020-09-07	Rep4	Inhib	3	2	CV	1	TRUE	0.138277777777778	0.00422624077770199	4.10836106926841	0.057976600652218	3.40701456253805	4.80970757599878	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10859	0	0	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.418719898438188	0.604085120998304
Inhib_2020-09-07_10_Rep4	R4_J26_Pre	26	2020-09-07	Rep4	Inhib	10	9	CV	1	TRUE	0.451944444444444	0.00891783481444784	5.14363956630839	0.1541940320183	4.44229305957803	5.84498607303875	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	52830	0	0	0	0	0	0	0	63114	0	0	4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.821673419070867	0.747919377514895
Non_2020-09-07_1_Rep4	R4_J9_Bd	9	2020-09-07	Rep4	Non	1	1	Bd	1	TRUE	NA	NA	2.61902068446384	0.498989730103051	1.91767417773348	3.3203671911942	83.3276130053054	73.2871111129748	FALSE	TRUE	TRUE	15.3514114950491	4.29397888528162	16.5343556190481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0748293391430646	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-07_1_Rep4	R4_J10_Pre	10	2020-09-07	Rep4	Non	1	1	CV	1	FALSE	0.0579444444444444	0.000726483157256779	5.04779509345502	0.092292670317421	4.34644858672465	5.74914160018538	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215	0	0	0	0	0	0	0	0	0	0	1	0	NA
Non_2020-09-07_3_Rep4	R4_J8_Bd	8	2020-09-07	Rep4	Non	3	3	Bd	1	TRUE	NA	NA	2.28551983250115	0.0824219875163322	1.58417332577079	2.98686633923151	93.6872621897488	79.2127178092587	FALSE	TRUE	TRUE	13.0655111556475	5.07456851306374	11.6889358316793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264912179004116	0	1	NA	NA
Non_2020-09-07_3_Rep4	R4_J22_Pre	22	2020-09-07	Rep4	Non	3	3	CV	1	TRUE	0.0376111111111111	0.00669784376580338	5.56856758740704	0.149622315285288	4.86722108067668	6.26991409413741	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18686	0	1	0	NA
Non_2020-09-07_10_Rep4	R4_J2_Bd	2	2020-09-07	Rep4	Non	10	10	Bd	1	TRUE	NA	NA	2.53941783504673	0.144503318359257	1.83807132831637	3.24076434177709	314.864699850163	372.724497378881	FALSE	TRUE	FALSE	15.6208371872293	3.66384505505855	15.7908272011835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446952010376135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-07_10_Rep4	R4_J27_Pre	27	2020-09-07	Rep4	Non	10	10	CV	1	TRUE	0.374611111111111	0.00314024061356946	5.31253416989649	0.24576068765049	4.61118766316612	6.01388067662685	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Con_2020-09-14_0_Rep5	R5_J12_Bd	12	2020-09-14	Rep5	Con	0	0	Bd	1	TRUE	NA	NA	2.84353868371372	0.447936081715606	2.14219217698335	3.54488519044408	14.1560423638357	23.8609685579172	FALSE	FALSE	FALSE	8.03068874150094	4.6122868759854	6.4096173934158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-14_0_Rep5	R5_J3_Pre	3	2020-09-14	Rep5	Con	0	0	CV	1	TRUE	0	0.00212785755580062	2.1172657181041	0.0105476908219441	1.41591921137374	2.81861222483447	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_1_Rep5	R5_J18_Bd	18	2020-09-14	Rep5	Inhib	1	1	Bd	1	TRUE	NA	NA	2.77554760179004	0.148433179580933	2.07420109505967	3.4768941085204	96.4898725971344	77.1254353287378	FALSE	FALSE	FALSE	9.54115134243935	2.34554484741435	9.39522217899452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Inhib_2020-09-14_1_Rep5	R5_J5_Pre	5	2020-09-14	Rep5	Inhib	1	1	CV	1	TRUE	0.0396111111111111	0.00220479275922049	4.45655375552282	0.18536819889721	3.75520724879246	5.15790026225319	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_3_Rep5	R5_J1_Bd	1	2020-09-14	Rep5	Inhib	3	3	Bd	1	FALSE	NA	NA	2.56178363533518	0.426517193619997	1.86043712860482	3.26313014206555	12.0111874602242	43.3069522670484	FALSE	TRUE	FALSE	10.077059656571	4.37607070701913	8.65251801826088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657955898191713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-09-14_3_Rep5	R5_J15_Pre	15	2020-09-14	Rep5	Inhib	3	3	CV	1	TRUE	0.455944444444444	0.00274367960552572	4.88534172083389	0.129268515642527	4.18399521410353	5.58668822756426	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-09-14_10_Rep5	R5_J17_Bd	17	2020-09-14	Rep5	Inhib	10	8	Bd	1	TRUE	NA	NA	1.8038718706755	0.468851115391525	1.10252536394514	2.50521837740586	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0627339995872763	0	0.23012293269656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-09-14_10_Rep5	R5_J11_Pre	11	2020-09-14	Rep5	Inhib	10	8	CV	1	TRUE	1.12161111111111	0.0150286762927116	5.34523062610708	0.0383405769880778	4.64388411937671	6.04657713283744	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21159	0	82305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.506585853571142	0.730848898731589
Non_2020-09-14_1_Rep5	R5_J8_Bd	8	2020-09-14	Rep5	Non	1	1	Bd	1	TRUE	NA	NA	2.59817783567094	0.165952109206443	1.89683132894058	3.29952434240131	228.67453049273	274.702158798079	FALSE	TRUE	FALSE	10.2837921457909	2.57814652281128	9.94839568531453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12150341247717	0	0	0	1	NA	NA
Non_2020-09-14_1_Rep5	R5_J25_Pre	25	2020-09-14	Rep5	Non	1	1	CV	1	TRUE	0.0152777777777778	0.000927960727138327	4.5951435157046	0.180396010047732	3.89379700897424	5.29649002243497	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5052	0	0	0	1	0	NA
Non_2020-09-14_3_Rep5	R5_J14_Bd	14	2020-09-14	Rep5	Non	3	2	Bd	1	TRUE	NA	NA	3.69803348284058	0.313423581230206	2.99668697611022	4.39937998957095	78.8560568040806	136.94027975632	FALSE	FALSE	FALSE	8.2532347443467	2.04281640830879	8.0910534549174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400363320432825	0	0.0967143195640155	0	0	0	2	NA	NA
Non_2020-09-14_3_Rep5	R5_J13_Pre	13	2020-09-14	Rep5	Non	3	2	CV	1	TRUE	0.0282777777777778	0.00220479275922049	3.78193023117221	0.0490695722949705	3.08058372444185	4.48327673790257	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969	0	0	0	0	0	1	0	NA
Non_2020-09-14_10_Rep5	R5_J4_Bd	4	2020-09-14	Rep5	Non	10	8	Bd	1	TRUE	NA	NA	2.81077874172013	0.397370090113269	2.10943223498977	3.5121252484505	2.57382588433376	9.63037463238738	FALSE	FALSE	FALSE	7.08576683129829	1.5393075419571	6.61829990469648	0	0	0.702095318273233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214840278752163	0	0	0	0	0	0	0	0	0	0	0	0	0.0515410878817642	0	0	0.0250923717319115	0	0	4	NA	NA
Non_2020-09-14_10_Rep5	R5_J21_Pre	21	2020-09-14	Rep5	Non	10	8	CV	1	TRUE	0.00994444444444445	0.000726483157256779	5.44035346097201	0.0187450987648863	4.73900695424165	6.14169996770238	NA	NA	NA	NA	NA	NA	NA	NA	0	0	149476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113243	0	0	0	0	0	0	0	0	0	0	0	0	2204	1710	0	6595	0	0	5	0.855549152721956	0.531582576819028
Con_2020-09-14_0_Rep6	R6_J22_Bd	22	2020-09-14	Rep6	Con	0	0	Bd	1	TRUE	NA	NA	3.86188419887146	0.477360488726354	3.1605376921411	4.56323070560182	244.513459011707	395.790803296765	FALSE	TRUE	FALSE	16.0720314104675	7.19944565322435	16.8406398717805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-09-14_0_Rep6	R6_J9_Pre	9	2020-09-14	Rep6	Con	0	0	CV	1	TRUE	0.0226111111111111	0.000927960727138337	2.42267702356935	0.021061793127035	1.72133051683898	3.12402353029971	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhib_2020-09-14_1_Rep6	R6_J23_Bd	23	2020-09-14	Rep6	Inhib	1	1	Bd	1	TRUE	NA	NA	1.28288296303252	0.418364384214404	0.581536456302152	1.98422946976288	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0.797124924073699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-09-14_1_Rep6	R6_J24_Pre	24	2020-09-14	Rep6	Inhib	1	1	CV	1	TRUE	0.0236111111111111	0.000927960727138337	2.22235282951666	0.0985878618918263	1.52100632278629	2.92369933624702	NA	NA	NA	NA	NA	NA	NA	NA	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-09-14_3_Rep6	R6_J19_Bd	19	2020-09-14	Rep6	Inhib	3	2	Bd	1	TRUE	NA	NA	1.98748071674121	0.0128632975101085	1.28613421001085	2.68882722347157	0	0	FALSE	FALSE	FALSE	6.10847262632371	0.871519837001838	5.90749934350344	0.187772044622525	0	0	0	0	0	0	0	0	0	0	0	0.784122683116658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-09-14_3_Rep6	R6_J26_Pre	26	2020-09-14	Rep6	Inhib	3	2	CV	1	TRUE	0.198944444444444	0.00308670986290869	4.85477375446369	0.216174252312111	4.15342724773332	5.55612026119405	NA	NA	NA	NA	NA	NA	NA	NA	22552	0	0	0	0	0	0	0	0	0	0	0	46819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.630648702140516	0.909833755121183
Inhib_2020-09-14_10_Rep6	R6_J7_Bd	7	2020-09-14	Rep6	Inhib	10	8	Bd	1	TRUE	NA	NA	1.42612646606434	0.611861974820239	0.724779959333981	2.12747297279471	0	0	FALSE	FALSE	FALSE	14.9414070623041	5.94624090076144	16.4607058201087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0396193065941536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-09-14_10_Rep6	R6_J10_Pre	10	2020-09-14	Rep6	Inhib	10	8	CV	1	TRUE	0.359944444444444	0.00367801274845232	5.54786450662739	0.141629635112475	4.84651799989702	6.24921101335775	NA	NA	NA	NA	NA	NA	NA	NA	4032	0	0	0	0	0	0	0	0	6893	0	0	5514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.07554645955693	0.979004577548336
Non_2020-09-14_1_Rep6	R6_J27_Bd	27	2020-09-14	Rep6	Non	1	1	Bd	1	TRUE	NA	NA	3.06451725924746	0.518970052279435	2.36317075251709	3.76586376597782	0	0	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981099221173938	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-09-14_1_Rep6	R6_J28_Pre	28	2020-09-14	Rep6	Non	1	1	CV	1	FALSE	0.0212777777777778	0.000927960727138337	5.1090548878989	0.178927102448143	4.40770838116853	5.81040139462926	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127877	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
